ownership,indownership,marriagestatus,indmarriagestatus,county,hhincome,agequant,agecat,famsize,sex,indsex,indpoverty,degree,inddegree
Own,1,Not married,0,Kenton,133050,25,18-29,2,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,5330,35,30-39,6,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,9000,22,18-29,2,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,79000,45,40-49,4,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,11000,70,70above,1,female,0,1,No College Degree,0
Own,1,Married,1,Fayette,180000,46,40-49,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,208400,72,70above,2,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,39100,32,30-39,3,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,64000,58,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,87400,73,70above,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,107700,56,50-59,3,female,0,0,College Degree,1
Own,1,Married,1,Kenton,355120,57,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,325500,64,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Boone,37000,24,18-29,2,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,139900,31,30-39,4,female,0,0,College Degree,1
Rent,0,Not married,0,Warren,50000,57,50-59,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,200000,54,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,222000,31,30-39,4,male,1,0,College Degree,1
Own,1,Married,1,Kenton,106300,62,60-69,2,male,1,0,College Degree,1
Rent,0,Married,1,Jefferson,4500,42,40-49,5,female,0,1,College Degree,1
Own,1,Married,1,Kenton,103700,62,60-69,4,male,1,0,No College Degree,0
Own,1,Not married,0,Warren,71720,32,30-39,5,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,71000,28,18-29,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,71800,18,18-29,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,36600,75,70above,5,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,42000,51,50-59,5,female,0,0,No College Degree,0
Own,1,Married,1,Boone,92000,60,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,84700,63,60-69,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,64600,73,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,65300,58,50-59,2,female,0,0,College Degree,1
Rent,0,Married,1,Warren,15600,52,50-59,1,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,16500,93,70above,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,170000,56,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,198000,18,18-29,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,9000,30,30-39,3,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,162910,64,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,138820,56,50-59,2,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,85000,32,30-39,2,female,0,0,College Degree,1
Rent,0,Married,1,Jefferson,18130,27,18-29,2,female,0,0,No College Degree,0
Own,1,Married,1,Warren,63800,38,30-39,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,77404,44,40-49,4,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,42000,83,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Warren,117100,45,40-49,4,female,0,0,College Degree,1
Own,1,Married,1,Kenton,35800,72,70above,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,90000,80,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,109800,55,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,0,57,50-59,2,male,1,1,No College Degree,0
Rent,0,Not married,0,Jefferson,25000,25,18-29,1,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,30020,24,18-29,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,98000,52,50-59,4,male,1,0,College Degree,1
Rent,0,Married,1,Boone,182000,43,40-49,3,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,35000,79,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,135000,54,50-59,2,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,155100,39,30-39,5,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,95900,75,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,48000,47,40-49,4,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,103000,24,18-29,2,female,0,0,College Degree,1
Rent,0,Married,1,Fayette,77000,32,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Boone,117500,58,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,111000,37,30-39,5,female,0,0,College Degree,1
Rent,0,Married,1,Jefferson,50000,31,30-39,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,217400,31,30-39,4,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,116300,32,30-39,5,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,9300,70,70above,1,male,1,1,College Degree,1
Own,1,Married,1,Fayette,88810,67,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,64400,67,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,29600,70,70above,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,96050,20,18-29,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,214610,43,40-49,6,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,98600,23,18-29,6,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,87400,51,50-59,1,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,67000,60,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,15000,34,30-39,1,female,0,0,College Degree,1
Own,1,Married,1,Fayette,69500,72,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Kenton,37500,40,40-49,4,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,115300,30,30-39,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,112000,46,40-49,5,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,33500,22,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,173900,60,60-69,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,38000,68,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,110000,56,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,153000,39,30-39,5,female,0,0,College Degree,1
Own,1,Married,1,Boone,31300,68,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,89600,62,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,120500,53,50-59,3,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,28000,28,18-29,1,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,269200,51,50-59,1,female,0,0,College Degree,1
Own,1,Married,1,Boone,60600,54,50-59,6,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,33000,61,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,126001,51,50-59,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Warren,10100,62,60-69,2,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,114000,50,50-59,4,female,0,0,College Degree,1
Own,1,Married,1,Fayette,97450,75,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,38100,82,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,505000,26,18-29,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,100940,57,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,135000,33,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Kenton,25000,87,70above,2,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,91000,28,18-29,2,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,62000,33,30-39,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,10000,84,70above,1,male,1,1,No College Degree,0
Own,1,Married,1,Warren,118000,57,50-59,4,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,38000,80,70above,3,female,0,0,College Degree,1
Own,1,Married,1,Fayette,82200,69,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,34200,52,50-59,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,197900,33,30-39,3,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,80000,33,30-39,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,66000,52,50-59,2,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,15600,36,30-39,5,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,66000,50,50-59,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,136000,30,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Boone,173350,61,60-69,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,110000,62,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,87000,52,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,146000,61,60-69,2,male,1,0,College Degree,1
Rent,0,Not married,0,Warren,0,36,30-39,2,female,0,1,College Degree,1
Own,1,Not married,0,Boone,6500,58,50-59,1,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,102000,51,50-59,3,male,1,0,No College Degree,0
Rent,0,Married,1,Fayette,54800,21,18-29,2,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,60000,41,40-49,3,male,1,0,College Degree,1
Own,1,Married,1,Fayette,70000,61,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,80000,28,18-29,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,83600,54,50-59,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,42000,23,18-29,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,120000,64,60-69,2,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,51000,43,40-49,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,113700,64,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,102500,44,40-49,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,51730,57,50-59,2,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,124000,48,40-49,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,25700,73,70above,3,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,122000,33,30-39,5,male,1,0,No College Degree,0
Own,1,Married,1,Warren,45000,54,50-59,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Kenton,151760,21,18-29,6,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,15000,23,18-29,1,female,0,0,No College Degree,0
Own,1,Married,1,Warren,88800,38,30-39,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,90000,23,18-29,5,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,415000,38,30-39,2,female,0,0,College Degree,1
Rent,0,Not married,0,Boone,102300,26,18-29,5,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,46200,62,60-69,5,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,116900,67,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,196000,48,40-49,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,358008,42,40-49,3,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,168000,61,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Kenton,186000,41,40-49,2,male,1,0,No College Degree,0
Own,1,Not married,0,Warren,91000,28,18-29,5,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,293700,35,30-39,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,157300,48,40-49,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,194000,68,60-69,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,5500,57,50-59,1,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,137900,63,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,274800,84,70above,1,female,0,0,No College Degree,0
Rent,0,Married,1,Warren,538000,28,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Fayette,399700,59,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Fayette,112000,40,40-49,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,121100,42,40-49,3,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,26900,64,60-69,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Boone,38000,27,18-29,3,male,1,0,No College Degree,0
Own,1,Not married,0,Warren,29600,50,50-59,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,40000,40,40-49,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,224300,58,50-59,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,483130,18,18-29,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,162000,64,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,105000,42,40-49,4,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,54700,36,30-39,1,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,49300,22,18-29,4,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,55000,41,40-49,2,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,320300,82,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,22000,75,70above,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,32000,29,18-29,1,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,68700,18,18-29,6,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,75000,34,30-39,1,male,1,0,College Degree,1
Own,1,Married,1,Warren,69600,83,70above,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,8700,54,50-59,2,male,1,1,College Degree,1
Own,1,Not married,0,Fayette,465000,55,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,440000,57,50-59,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,39800,22,18-29,8,female,0,1,No College Degree,0
Own,1,Married,1,Kenton,293800,66,60-69,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,27300,63,60-69,1,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,111000,52,50-59,3,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,40000,71,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,205700,70,70above,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,149000,31,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Warren,66100,62,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,184000,50,50-59,5,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,142650,18,18-29,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,85000,52,50-59,4,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,45600,72,70above,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,62000,43,40-49,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Kenton,100500,31,30-39,1,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,10000,39,30-39,2,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,58700,23,18-29,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Kenton,55000,23,18-29,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,55000,18,18-29,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,66000,38,30-39,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,93800,71,70above,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,77000,51,50-59,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,152000,68,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Boone,92000,75,70above,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,61700,35,30-39,5,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,42000,70,70above,2,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,33000,24,18-29,3,female,0,1,College Degree,1
Own,1,Married,1,Jefferson,105600,42,40-49,4,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,43000,27,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,77500,60,60-69,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,173700,53,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,445000,57,50-59,4,male,1,0,College Degree,1
Rent,0,Married,1,Fayette,65400,25,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Fayette,142100,46,40-49,4,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,35504,68,60-69,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,46600,23,18-29,1,male,1,1,No College Degree,0
Own,1,Not married,0,Boone,34200,59,50-59,1,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,15200,74,70above,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,70000,29,18-29,2,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,67000,32,30-39,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,114000,43,40-49,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,103000,44,40-49,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,92030,25,18-29,1,female,0,0,College Degree,1
Own,1,Not married,0,Boone,50090,34,30-39,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,30800,21,18-29,1,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,75000,48,40-49,2,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,113100,64,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,316500,20,18-29,5,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,64000,82,70above,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,220900,35,30-39,1,male,1,0,No College Degree,0
Rent,0,Married,1,Warren,58000,29,18-29,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,1200,27,18-29,1,male,1,1,College Degree,1
Own,1,Married,1,Jefferson,54900,61,60-69,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Boone,106000,41,40-49,5,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,150000,72,70above,1,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,19300,66,60-69,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,390000,42,40-49,4,female,0,0,College Degree,1
Own,1,Married,1,Fayette,37700,65,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,33100,85,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,432000,29,18-29,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,90000,37,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Kenton,56800,60,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,99000,25,18-29,3,female,0,0,College Degree,1
Rent,0,Married,1,Boone,188400,51,50-59,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,116600,82,70above,5,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,60000,24,18-29,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,40000,50,50-59,1,male,1,0,College Degree,1
Rent,0,Married,1,Fayette,139440,69,60-69,3,male,1,0,College Degree,1
Own,1,Married,1,Kenton,145400,45,40-49,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,72000,51,50-59,1,female,0,0,College Degree,1
Rent,0,Not married,0,Warren,48600,73,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Warren,117100,46,40-49,4,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,147200,20,18-29,7,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,117000,45,40-49,4,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,55500,23,18-29,1,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,44000,20,18-29,3,female,0,0,No College Degree,0
Own,1,Not married,0,Warren,151800,71,70above,6,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,138700,67,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,0,65,60-69,1,female,0,1,No College Degree,0
Rent,0,Not married,0,Fayette,33000,20,18-29,3,female,0,0,No College Degree,0
Own,1,Married,1,Boone,35000,35,30-39,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,398000,39,30-39,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,12200,73,70above,2,male,1,1,College Degree,1
Own,1,Married,1,Jefferson,64000,64,60-69,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,40000,64,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,146100,58,50-59,1,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,54700,22,18-29,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,119000,26,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,74600,50,50-59,5,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,151100,50,50-59,1,male,1,0,No College Degree,0
